,scaling,dataset,kt
936,4,4,0.5709948079194588
937,4,4,0.8660054655367659
938,4,4,0.8456947538450116
939,4,4,0.7693578617325427
940,4,4,0.41490592116743324
941,4,4,0.672320930969139
942,4,4,0.8447044970829968
943,4,4,0.6168117378231861
944,4,4,0.8091941617457932
945,4,4,0.5529367765728371
946,4,4,0.46534369475295384
947,4,4,0.8518787175107928
948,4,4,0.8515333987494672
949,4,4,0.8503676560586414
950,4,4,0.8348550280364101
951,4,4,0.8288258068771088
952,4,4,0.8586581385672546
953,4,4,0.7355435978991501
954,4,4,0.8598432318418179
955,4,4,0.13124871155999798
956,4,4,0.8097499275984694
957,4,4,0.7762020845423574
958,4,4,0.5222198065472485
