	3_5	3_6	4_7	cycle
710	NA	NA	0.4437372088432312	NA
711	NA	NA	0.4447091221809387	NA
712	NA	NA	0.44507840275764465	NA
713	NA	NA	0.4450751543045044	NA
714	NA	NA	0.44746652245521545	NA
715	NA	NA	0.4494878649711609	NA
716	NA	NA	0.4506482779979706	NA
717	NA	NA	0.45098355412483215	NA
718	NA	NA	0.4462658762931824	NA
719	NA	NA	0.41182753443717957	NA
720	NA	NA	0.41048508882522583	NA
721	NA	NA	0.409734308719635	NA
722	NA	NA	0.409022718667984	NA
723	NA	NA	0.40903574228286743	NA
724	NA	NA	0.40983080863952637	NA
725	NA	NA	0.40984272956848145	NA
726	NA	NA	0.4082789719104767	NA
727	NA	NA	0.40980562567710876	NA
728	NA	NA	0.41073450446128845	NA
729	NA	NA	0.4116716980934143	NA
730	NA	NA	0.41997188329696655	NA
731	NA	NA	0.4241787791252136	NA
732	NA	NA	0.4259290397167206	NA
733	NA	NA	0.4310451149940491	NA
734	NA	NA	0.43518489599227905	NA
735	NA	NA	0.4389883875846863	NA
736	NA	NA	0.4391162097454071	NA
737	NA	NA	0.44178447127342224	NA
738	NA	NA	0.44117471575737	NA
739	NA	NA	0.44378554821014404	NA
740	NA	NA	0.4422682821750641	NA
741	NA	NA	0.4411817789077759	NA
742	NA	NA	0.4394124150276184	NA
743	NA	NA	0.44202089309692383	NA
744	NA	NA	0.4440002739429474	NA
745	NA	NA	0.4418076276779175	NA
746	NA	NA	0.444113552570343	NA
747	NA	NA	0.44108086824417114	NA
748	NA	NA	0.44117096066474915	NA
749	NA	NA	0.44755715131759644	NA
750	NA	NA	0.4487612247467041	NA
751	NA	NA	0.4493069648742676	NA
752	NA	NA	0.454665869474411	NA
753	NA	NA	0.45650795102119446	NA
754	NA	NA	0.4567011296749115	NA
755	NA	NA	0.45776596665382385	NA
756	NA	NA	0.45729896426200867	NA
757	NA	NA	0.4577197730541229	NA
758	NA	NA	0.45221683382987976	NA
759	NA	NA	0.4476068317890167	NA
760	NA	NA	0.44537484645843506	NA
761	NA	NA	0.44235169887542725	NA
762	NA	NA	0.44298258423805237	NA
763	NA	NA	0.447771817445755	NA
764	NA	NA	0.4534722864627838	NA
765	NA	NA	0.4553905427455902	NA
766	NA	NA	0.4575781226158142	NA
767	NA	NA	0.4593634009361267	NA
768	NA	NA	0.4589170217514038	NA
769	NA	NA	0.4582884907722473	NA
770	NA	NA	0.45181918144226074	NA
771	NA	NA	0.45115506649017334	NA
772	NA	NA	0.45068278908729553	NA
773	NA	NA	0.44995802640914917	NA
774	NA	NA	0.4505411982536316	NA
775	NA	NA	0.4518830180168152	NA
776	NA	NA	0.45010340213775635	NA
777	NA	NA	0.44945028424263	NA
778	NA	NA	0.4497378170490265	NA
779	NA	NA	0.4472433924674988	NA
780	NA	NA	0.4447200298309326	NA
781	NA	NA	0.4451903998851776	NA
782	NA	NA	0.44031402468681335	NA
783	NA	NA	0.441618949174881	NA
784	NA	NA	0.4421152174472809	NA
785	NA	NA	0.4433358311653137	NA
786	NA	NA	0.44408127665519714	NA
787	NA	NA	0.4439719021320343	NA
788	NA	NA	0.4477115869522095	NA
789	NA	NA	0.44366341829299927	NA
790	NA	NA	0.44216424226760864	NA
791	NA	NA	0.4427889287471771	NA
792	NA	NA	0.44254520535469055	NA
793	NA	NA	0.44245249032974243	NA
