	0	1	2
cell303	NA	NA	0.06361740082502365
cell304	NA	NA	0.06603650748729706
cell305	NA	NA	0.005192896351218224
cell306	NA	NA	0.05067220702767372
cell307	NA	NA	0.067308209836483
cell308	NA	NA	0.23871874809265137
cell309	NA	NA	0.22780312597751617
cell310	NA	NA	0.06752853095531464
cell311	NA	NA	0.050468143075704575
cell312	NA	NA	0.12213131040334702
cell313	NA	NA	0.2321561872959137
cell314	NA	NA	0.16700349748134613
cell315	NA	NA	0.17356333136558533
cell316	NA	NA	0.09372757375240326
cell317	NA	NA	0.16041675209999084
cell318	NA	NA	0.11858025193214417
cell319	NA	NA	0.06725915521383286
cell320	NA	NA	0.06266620755195618
cell321	NA	NA	0.0699227824807167
cell322	NA	NA	0.17156122624874115
cell323	NA	NA	0.18562252819538116
cell324	NA	NA	0.16689328849315643
cell325	NA	NA	0.06293589621782303
cell326	NA	NA	0.22415225207805634
cell327	NA	NA	0.061046700924634933
cell328	NA	NA	0.2372763454914093
cell329	NA	NA	0.2222820222377777
cell330	NA	NA	0.2455063909292221
cell331	NA	NA	0.0939883142709732
cell332	NA	NA	0.24741768836975098
cell333	NA	NA	0.19783489406108856
cell334	NA	NA	0.06487282365560532
cell335	NA	NA	0.23426251113414764
cell336	NA	0.25006023049354553	NA
cell337	NA	NA	0.06210489943623543
cell338	NA	NA	0.1682683229446411
cell339	NA	NA	0.055703260004520416
cell340	NA	NA	0.06909970194101334
cell341	NA	0.2531675100326538	NA
cell342	NA	NA	0.11688899248838425
cell343	0.9204098582267761	NA	NA
cell344	NA	NA	0.19820968806743622
cell345	NA	NA	0.06578508764505386
cell346	NA	NA	0.0631665587425232
cell347	0.9404671788215637	NA	NA
cell348	NA	NA	0.05497150123119354
cell349	NA	NA	0.24607612192630768
cell350	NA	NA	0.17188067734241486
cell351	NA	NA	0.13686038553714752
cell352	NA	NA	0.051692940294742584
cell353	NA	NA	0.051030177623033524
cell354	NA	NA	0.07291040569543839
cell355	NA	NA	0.16519460082054138
cell356	NA	NA	0.05511074140667915
cell357	NA	NA	0.17372268438339233
cell358	NA	NA	0.06862099468708038
cell359	NA	NA	0.06191623955965042
cell360	NA	NA	0.1938040554523468
cell361	NA	NA	0.059600021690130234
cell362	NA	NA	0.05807460844516754
cell363	NA	NA	0.06333447247743607
cell364	NA	NA	0.16521808505058289
cell365	NA	NA	0.06539851427078247
cell366	NA	NA	0.1961926370859146
cell367	NA	NA	0.16897064447402954
cell368	NA	NA	0.060591768473386765
cell369	NA	NA	0.22248469293117523
cell370	NA	NA	0.23618240654468536
cell371	NA	NA	0.06092791631817818
cell372	NA	NA	0.21283668279647827
cell373	NA	NA	0.16581279039382935
cell374	NA	NA	0.1389733999967575
cell375	NA	NA	0.066764697432518
cell376	NA	NA	0.1387617439031601
cell377	NA	NA	0.24352045357227325
cell378	NA	NA	0.06725268810987473
cell379	NA	NA	0.0059018824249506
cell380	NA	NA	0.24265800416469574
cell381	NA	NA	0.0985364317893982
cell382	NA	NA	0.16173338890075684
cell383	NA	NA	0.06353973597288132
cell384	NA	NA	0.06232129782438278
cell385	NA	NA	0.05328464135527611
cell386	NA	NA	0.08887024968862534
cell387	NA	NA	0.06374476104974747
cell388	NA	NA	0.002659701043739915
cell389	NA	NA	0.1641170233488083
cell390	NA	NA	0.06586124002933502
cell391	NA	NA	0.06793193519115448
cell392	NA	NA	0.0625758245587349
cell393	NA	NA	0.2313639372587204
cell394	NA	NA	0.06319572031497955
cell395	NA	NA	0.0638263151049614
cell396	NA	NA	0.03467807173728943
cell397	NA	NA	0.137666255235672
cell398	NA	NA	0.06139172986149788
cell399	NA	NA	0.16899047791957855
cell400	0.9237857460975647	NA	NA
cell401	NA	NA	0.0706607773900032
cell402	NA	NA	0.0616321936249733
cell403	NA	0.2553316056728363	NA
cell404	NA	NA	0.11542241275310516
cell405	NA	NA	0.1703176647424698
cell406	NA	NA	0.06706752628087997
cell407	NA	NA	0.06284641474485397
cell408	NA	NA	0.1093701720237732
cell409	NA	NA	0.06427428126335144
cell410	NA	NA	0.0017437621718272567
cell411	NA	NA	0.06553437560796738
cell412	NA	NA	0.19303779304027557
cell413	NA	NA	0.11773820221424103
cell414	NA	NA	0.061907242983579636
cell415	NA	NA	0.24346435070037842
cell416	NA	NA	0.1639193445444107
cell417	NA	NA	0.12131119519472122
cell418	NA	NA	0.0825846865773201
cell419	NA	NA	0.2513763904571533
cell420	NA	NA	0.0974535420536995
cell421	NA	NA	0.06298664957284927
cell422	NA	NA	0.062191594392061234
cell423	NA	NA	0.04585595056414604
cell424	NA	NA	0.06805957108736038
cell425	NA	NA	0.2519208490848541
cell426	NA	NA	0.06170116364955902
cell427	NA	NA	0.0015548175433650613
cell428	NA	NA	0.06522159278392792
cell429	NA	NA	0.14116446673870087
cell430	NA	NA	0.22631388902664185
cell431	NA	NA	0.1747419834136963
cell432	NA	NA	0.2144986093044281
cell433	NA	NA	0.0688927099108696
cell434	NA	NA	0.23648680746555328
cell435	NA	NA	0.0970780998468399
cell436	NA	NA	0.056798484176397324
cell437	NA	NA	0.16774865984916687
cell438	NA	NA	0.051952458918094635
cell439	NA	NA	0.16814880073070526
cell440	NA	NA	0.06678860634565353
cell441	NA	NA	0.1724151223897934
cell442	NA	NA	0.16950076818466187
cell443	NA	NA	0.16813066601753235
cell444	NA	NA	0.06581875681877136
cell445	NA	NA	0.06214292347431183
cell446	NA	NA	0.06320396065711975
cell447	NA	NA	0.22585119307041168
cell448	NA	0.27097466588020325	NA
cell449	NA	NA	0.09310349076986313
cell450	NA	NA	0.06494966149330139
cell451	NA	NA	0.04444088041782379
cell452	NA	NA	0.21939505636692047
cell453	NA	NA	0.22779011726379395
cell454	NA	NA	0.16755105555057526
cell455	NA	NA	0.06343451887369156
cell456	NA	NA	0.0937003344297409
cell457	NA	NA	0.212417334318161
cell458	NA	NA	0.11202597618103027
cell459	NA	NA	0.0623256154358387
cell460	NA	NA	0.06818017363548279
cell461	NA	NA	0.2133246511220932
cell462	NA	NA	0.17284059524536133
cell463	NA	NA	0.17232318222522736
cell464	NA	0.24626247584819794	NA
cell465	NA	NA	0.09534507244825363
cell466	NA	NA	0.0988340675830841
cell467	NA	NA	0.16720950603485107
cell468	NA	NA	0.16238078474998474
cell469	NA	NA	0.21197395026683807
cell470	NA	NA	0.02469257451593876
cell471	NA	NA	0.0655498206615448
cell472	NA	NA	0.06970129907131195
cell473	NA	NA	0.2368529736995697
cell474	NA	NA	0.06396862119436264
cell475	NA	NA	0.09570050984621048
cell476	NA	NA	0.06379994750022888
cell477	NA	NA	0.0953294113278389
cell478	NA	NA	0.06265207380056381
cell479	NA	NA	0.26508909463882446
cell480	NA	NA	0.24124157428741455
cell481	NA	NA	0.06113880127668381
cell482	NA	NA	0.24047242105007172
cell483	NA	NA	0.04643023759126663
cell484	0.9243701100349426	NA	NA
cell485	NA	0.25139304995536804	NA
cell486	NA	NA	0.060904279351234436
cell487	NA	NA	0.17262713611125946
cell488	NA	NA	0.06657624989748001
cell489	NA	NA	0.16894280910491943
cell490	NA	NA	0.06812500953674316
cell491	NA	NA	0.09785694628953934
cell492	NA	NA	0.24427637457847595
cell493	NA	NA	0.03999863192439079
cell494	NA	NA	0.016321375966072083
cell495	NA	NA	0.07300543785095215
cell496	0.9384921789169312	NA	NA
cell497	NA	NA	0.06467802077531815
cell498	NA	NA	0.2491384595632553
cell499	NA	NA	0.14405065774917603
cell500	NA	NA	0.0651138499379158
cell501	NA	NA	0.17279861867427826
cell502	NA	NA	0.06322919577360153
cell503	NA	NA	0.16108828783035278
cell504	NA	NA	0.19543962180614471
cell505	NA	NA	0.07460559159517288
cell506	NA	NA	0.11832074075937271
cell507	NA	NA	0.2213856726884842
cell508	NA	NA	0.16166234016418457
cell509	NA	NA	0.17014794051647186
cell510	NA	NA	0.2113734632730484
cell511	NA	NA	0.23155151307582855
cell512	NA	NA	0.16954301297664642
cell513	NA	NA	0.06149522215127945
cell514	NA	NA	0.2130400836467743
cell515	NA	0.24294252693653107	NA
cell516	NA	NA	0.17197713255882263
cell517	NA	NA	0.11644213646650314
cell518	NA	NA	0.2346561700105667
cell519	0.9510805010795593	NA	NA
cell520	NA	NA	0.06027454510331154
cell521	NA	NA	0.20163094997406006
cell522	NA	NA	0.16334040462970734
cell523	NA	NA	0.16960608959197998
cell524	NA	NA	0.21049174666404724
cell525	NA	NA	0.05998094379901886
cell526	NA	NA	0.0036444340366870165
cell527	NA	NA	0.003041629446670413
cell528	NA	NA	0.05588582530617714
cell529	NA	NA	0.17288963496685028
cell530	NA	NA	0.2486281394958496
cell531	NA	NA	0.22729265689849854
cell532	NA	NA	0.06684659421443939
cell533	NA	NA	0.17223335802555084
cell534	NA	NA	0.06422912329435349
cell535	NA	0.24808892607688904	NA
cell536	NA	NA	0.17075729370117188
cell537	NA	NA	0.06818003952503204
cell538	NA	NA	0.17184124886989594
cell539	NA	NA	0.061344899237155914
cell540	NA	NA	0.17444975674152374
cell541	NA	NA	0.13420076668262482
cell542	NA	NA	0.20088379085063934
cell543	NA	NA	0.08936615288257599
cell544	NA	NA	0.07382630556821823
cell545	NA	NA	0.006145539227873087
cell546	NA	NA	0.06894693523645401
cell547	NA	NA	0.06327025592327118
cell548	NA	NA	0.17605453729629517
cell549	NA	NA	0.05347876623272896
cell550	NA	NA	0.0643448531627655
cell551	NA	NA	0.050332993268966675
cell552	NA	NA	0.16054555773735046
cell553	NA	NA	0.1745942234992981
cell554	NA	NA	0.12289521098136902
cell555	NA	NA	0.05044625326991081
cell556	NA	NA	0.08637777715921402
cell557	NA	NA	0.17110595107078552
cell558	NA	NA	0.0646413117647171
cell559	NA	NA	0.06502479314804077
cell560	NA	NA	0.05183538794517517
cell561	NA	NA	0.09274392575025558
cell562	NA	NA	0.05102847144007683
cell563	NA	NA	0.09234608709812164
cell564	NA	NA	0.06242084130644798
cell565	NA	NA	0.1699373424053192
cell566	NA	NA	0.11635950207710266
cell567	NA	NA	0.06859219074249268
cell568	NA	NA	0.1731756329536438
cell569	NA	NA	0.24875329434871674
cell570	NA	NA	0.16367188096046448
cell571	NA	NA	0.11784008145332336
cell572	NA	NA	0.12392991036176682
cell573	NA	NA	0.23197808861732483
cell574	NA	NA	0.16788442432880402
cell575	NA	NA	0.05816780403256416
cell576	NA	NA	0.1924782693386078
cell577	NA	NA	0.09258212149143219
cell578	NA	NA	0.17249806225299835
cell579	NA	NA	0.1644728183746338
cell580	NA	NA	0.1390620768070221
cell581	NA	NA	0.009101582691073418
cell582	NA	NA	0.16296494007110596
cell583	NA	NA	0.16209624707698822
cell584	NA	NA	0.03714926913380623
cell585	NA	NA	0.11874047666788101
cell586	NA	NA	0.05580221116542816
cell587	NA	NA	0.24645891785621643
cell588	NA	NA	0.2431153953075409
cell589	NA	NA	0.06652025133371353
cell590	NA	NA	0.23711328208446503
cell591	NA	NA	0.06566730886697769
cell592	NA	NA	0.10827165096998215
cell593	NA	0.25721949338912964	NA
cell594	NA	NA	0.1698099672794342
cell595	NA	NA	0.06496242433786392
cell596	NA	NA	0.13530489802360535
cell597	NA	NA	0.06987249106168747
cell598	NA	NA	0.2473241090774536
cell599	NA	NA	0.23713794350624084
cell600	NA	NA	0.06255252659320831
cell601	NA	NA	0.02091042511165142
cell602	NA	NA	0.0633338987827301
cell603	NA	NA	0.16101305186748505
cell604	NA	NA	0.09330008924007416
cell605	NA	NA	0.23630791902542114
cell606	NA	NA	0.021013442426919937
cell607	NA	NA	0.17147652804851532
cell608	NA	NA	0.1600264459848404
cell609	NA	NA	0.03226210176944733
cell610	NA	NA	0.1870170682668686
cell611	NA	NA	0.16651436686515808
cell612	NA	0.254932701587677	NA
cell613	NA	NA	0.06644091755151749
cell614	NA	NA	0.06295833736658096
cell615	NA	NA	0.054327499121427536
cell616	NA	NA	0.1901537925004959
cell617	NA	NA	0.06684065610170364
cell618	NA	NA	0.09194344282150269
cell619	NA	NA	0.061122093349695206
cell620	NA	NA	0.22482170164585114
cell621	NA	NA	0.06288988143205643
cell622	NA	NA	0.1932028830051422
cell623	NA	NA	0.0662892758846283
cell624	NA	NA	0.05775776132941246
cell625	NA	NA	0.16714128851890564
cell626	NA	NA	0.053702954202890396
cell627	NA	NA	0.06250954419374466
cell628	NA	NA	0.19853278994560242
cell629	NA	NA	0.0017434823093935847
cell630	NA	NA	0.000575970218051225
cell631	NA	NA	0.06677218526601791
cell632	NA	NA	0.10002855956554413
cell633	NA	NA	0.24767406284809113
cell634	NA	NA	0.05272165685892105
cell635	NA	NA	0.1752297431230545
cell636	NA	NA	0.25400230288505554
cell637	NA	NA	0.0684739202260971
cell638	NA	NA	0.1633869707584381
cell639	NA	NA	0.06950843334197998
cell640	NA	NA	0.17048689723014832
cell641	NA	NA	0.05552934110164642
cell642	NA	NA	0.21111273765563965
cell643	NA	NA	0.06588458269834518
cell644	NA	NA	0.06296474486589432
cell645	NA	NA	0.17022591829299927
cell646	NA	NA	0.06445561349391937
cell647	0.9416775107383728	NA	NA
cell648	NA	NA	0.06801256537437439
cell649	NA	NA	0.22294305264949799
cell650	NA	0.27062758803367615	NA
cell651	NA	NA	0.16051866114139557
cell652	NA	NA	0.0952230915427208
cell653	NA	NA	0.04583405703306198
cell654	NA	NA	0.24412021040916443
cell655	NA	NA	0.2580762803554535
cell656	NA	NA	0.06299903988838196
cell657	NA	NA	0.19359265267848969
cell658	NA	NA	0.07087689638137817
cell659	NA	NA	0.004044948611408472
cell660	NA	NA	0.05809023603796959
cell661	NA	NA	0.05365737900137901
cell662	NA	NA	0.16667376458644867
cell663	NA	NA	0.12355244904756546
cell664	NA	NA	0.035719115287065506
cell665	NA	NA	0.05362185463309288
cell666	NA	NA	0.19400136172771454
cell667	NA	NA	0.0549081414937973
cell668	NA	NA	0.24634912610054016
cell669	NA	NA	0.06284018605947495
cell670	NA	NA	0.14940640330314636
cell671	NA	NA	0.255802720785141
cell672	NA	NA	0.1199459508061409
cell673	NA	NA	0.09664639085531235
cell674	NA	NA	0.22458516061306
cell675	NA	NA	0.1726151704788208
cell676	NA	NA	0.07798542082309723
cell677	NA	0.253758043050766	NA
cell678	NA	NA	0.0640466958284378
cell679	NA	NA	0.02134346216917038
cell680	NA	NA	0.11862783133983612
cell681	NA	NA	0.16745279729366302
cell682	NA	NA	0.06393176317214966
cell683	NA	NA	0.20988352596759796
cell684	NA	NA	0.060766033828258514
cell685	NA	NA	0.0532253161072731
cell686	NA	NA	0.212079256772995
cell687	NA	NA	0.23935599625110626
cell688	NA	NA	0.1720966249704361
cell689	NA	NA	0.23292864859104156
cell690	NA	NA	0.24281077086925507
cell691	NA	NA	0.05569449067115784
cell692	NA	NA	0.12199585884809494
cell693	NA	NA	0.06711701303720474
cell694	NA	NA	0.02587980404496193
cell695	NA	0.2625865936279297	NA
cell696	NA	NA	0.05663865804672241
cell697	NA	NA	0.1705099493265152
cell698	NA	0.25205451250076294	NA
cell699	NA	NA	0.1362745761871338
cell700	NA	NA	0.1662025898694992
cell701	NA	NA	0.21532978117465973
cell702	0.906212329864502	NA	NA
cell703	NA	NA	0.17087607085704803
cell704	NA	NA	0.05579192563891411
cell705	NA	NA	0.014418333768844604
cell706	NA	NA	0.1657898724079132
cell707	NA	NA	0.019622791558504105
cell708	NA	NA	0.2110862284898758
cell709	NA	NA	0.06476990133523941
cell710	NA	NA	0.06792259961366653
cell711	NA	NA	0.1641111820936203
cell712	NA	NA	0.09390988945960999
cell713	NA	NA	0.11573830246925354
cell714	NA	NA	0.06283288449048996
cell715	NA	NA	0.16286703944206238
cell716	NA	NA	0.050243254750967026
cell717	NA	NA	0.06711279600858688
cell718	NA	NA	0.2104617953300476
cell719	NA	NA	0.06241198256611824
cell720	NA	NA	0.0649869367480278
cell721	NA	NA	0.17205150425434113
cell722	NA	NA	0.17446443438529968
cell723	NA	NA	0.20409788191318512
cell724	NA	NA	0.06385521590709686
cell725	NA	NA	0.19901327788829803
cell726	NA	NA	0.04539277404546738
cell727	NA	NA	0.09100967645645142
cell728	NA	NA	0.05335028097033501
cell729	NA	NA	0.16556908190250397
cell730	NA	NA	0.21418894827365875
cell731	NA	NA	0.0025767735205590725
cell732	NA	NA	0.19486652314662933
cell733	NA	NA	0.2443268597126007
cell734	NA	NA	0.06611383706331253
cell735	NA	NA	0.11882274597883224
cell736	NA	NA	0.002186401514336467
